llm,id,dataset,prompt,similarity
gpt,1337714,facebook,R,0.9500830967318679
gpt,1439356,facebook,R,0.9761481522001625
gpt,1393183,facebook,R,0.9432812301051705
gpt,1427887,facebook,R,0.9836526072747332
gpt,1444825,facebook,R,0.9695759963304156
gpt,1439275,facebook,R,0.9699340455862319
gpt,1447917,facebook,R,0.9635939510665144
gpt,1452758,facebook,R,0.9567706055912223
gpt,1446189,facebook,R,0.9327118174561941
gpt,1448231,facebook,R,0.970878253068245
gpt,1444849,facebook,R,0.9279640001967455
gpt,1450845,facebook,R,0.9550828063993282
gpt,1457781,facebook,R,0.9669866956002962
gpt,1390269,facebook,R,0.9483023329517641
gpt,1452495,facebook,R,0.9674405040323295
gpt,1379372,facebook,R,0.9670886533596625
gpt,1415932,facebook,R,0.9528238558148828
gpt,1427863,facebook,R,0.9695964250521361
gpt,1454062,facebook,R,0.9819819376111576
gpt,1455962,facebook,R,0.9659467692901699
gpt,1434875,facebook,R,0.9401543624447803
gpt,1426180,facebook,R,0.9325710482199094
gpt,1435327,facebook,R,0.9560857485649419
gpt,1442300,facebook,R,0.9281762811522782
gpt,1414351,facebook,R,0.9703595051281119
gpt,1414622,facebook,R,0.959979435703677
gpt,1424714,facebook,R,0.9733801671073722
gpt,1411443,facebook,R,0.957314799210564
gpt,1436624,facebook,R,0.9734607043790799
gpt,1418249,facebook,R,0.9780872364597676
gpt,1424986,facebook,R,0.918384122346341
gpt,1435478,facebook,R,0.9294958588609636
gpt,1438633,facebook,R,0.9679565065065738
gpt,1433986,facebook,R,0.9423439275868126
gpt,1420902,facebook,R,0.9776331720182871
gpt,1435827,facebook,R,0.977675377465636
gpt,1457211,facebook,R,0.9549471232064175
gpt,1434518,facebook,R,0.950140572150189
gpt,1441560,facebook,R,0.9496961687965012
gpt,1439838,facebook,R,0.9597084367621833
gpt,1434928,facebook,R,0.980539552222023
gpt,1448962,facebook,R,0.9598738011803215
gpt,1431015,facebook,R,0.9779161678731643
gpt,1411714,facebook,R,0.9822898403844099
gpt,1416042,facebook,R,0.9259629777047134
gpt,1425801,facebook,R,0.9585584931617064
gpt,1428597,facebook,R,0.9413773136567859
gpt,1435411,facebook,R,0.9686345268481259
gpt,1402072,facebook,R,0.9698116376975625
gpt,1453058,facebook,R,0.9639520671071263
gpt,1427745,facebook,R,0.9772284982004376
gpt,1454020,facebook,R,0.9649039937187991
gpt,1456671,facebook,R,0.9099660622872733
gpt,1454779,facebook,R,0.9769009262491797
gpt,1396377,facebook,R,0.9276278169416952
gpt,1445928,facebook,R,0.9495827222349694
gpt,1457043,facebook,R,0.9582477954177625
gpt,1446741,facebook,R,0.9511410104823033
gpt,1390511,facebook,R,0.9431069591640437
gpt,1416973,facebook,R,0.9785976092172332
gpt,1453224,facebook,R,0.8717204396721479
gpt,1415222,facebook,R,0.9629138422629279
gpt,1390370,facebook,R,0.9550621692257948
gpt,1081451,facebook,R,0.9475933404094661
gpt,1395469,facebook,R,0.9559902931625929
gpt,1404604,facebook,R,0.9693828062845022
gpt,1448562,facebook,R,0.9567747274609717
gpt,1106051,facebook,R,0.970937042440519
gpt,1423771,facebook,R,0.9820909908263635
gpt,1429453,facebook,R,0.9408452206760831
gpt,1441015,facebook,R,0.9704562319028979
gpt,1425163,facebook,R,0.9265203221446848
gpt,1439331,facebook,R,0.9717066343607965
gpt,1439531,facebook,R,0.9716745783617398
gpt,1390642,facebook,R,0.9133729928858103
gpt,1413674,facebook,R,0.9640316836916757
gpt,1437339,facebook,R,0.9728418288273786
gpt,1448104,facebook,R,0.9741639662562425
gpt,1451432,facebook,R,0.9351435584900698
gpt,1435311,facebook,R,0.9344157431930621
gpt,1431958,facebook,R,0.9491217334082402
gpt,1443955,facebook,R,0.9636714542551748
gpt,1424173,facebook,R,0.9840749957361461
gpt,1444581,facebook,R,0.9527729748094238
gpt,1448090,facebook,R,0.9387775717923595
gpt,1454918,facebook,R,0.9070149666840661
gpt,1437545,facebook,R,0.9661979329099846
gpt,1436328,facebook,R,0.9059565557684575
gpt,1450669,facebook,R,0.9702406780584798
gpt,1419386,facebook,R,0.9712860898969987
gpt,1450707,facebook,R,0.9770768780170681
gpt,1458469,facebook,R,0.9472270534030329
gpt,1414739,facebook,R,0.9526653599715057
gpt,1446320,facebook,R,0.9535660489862903
gpt,1422872,facebook,R,0.9686579753620295
gpt,1423646,facebook,R,0.9644911664831733
gpt,1440743,facebook,R,0.9611520811557399
gpt,1413497,facebook,R,0.9458007193203646
gpt,1451946,facebook,R,0.958554891656384
gpt,1399370,facebook,R,0.968658730362949
gpt,1438485,facebook,R,0.9598462191488728
gpt,1437818,facebook,R,0.9137662730653812
gpt,1399877,facebook,R,0.9626243883941037
gpt,1402798,facebook,R,0.9527020129765815
gpt,1414115,facebook,R,0.9648076588557088
gpt,1447816,facebook,R,0.9478570482367357
gpt,1396676,facebook,R,0.9445827743764608
gpt,1449735,facebook,R,0.9485410482313206
gpt,1451133,facebook,R,0.9456378351776301
gpt,1445392,facebook,R,0.9499134540248615
gpt,1454522,facebook,R,0.9758948428824183
gpt,1442595,facebook,R,0.928577867008032
gpt,1426692,facebook,R,0.9774290938584418
gpt,1434000,facebook,R,0.9691254539167249
gpt,1407378,facebook,R,0.9456902358607651
gpt,1424482,facebook,R,0.9444396236114688
gpt,1412614,facebook,R,0.8435869714260185
gpt,1422422,facebook,R,0.9752000902372828
gpt,1428549,facebook,R,0.8981650524246201
gpt,1451187,facebook,R,0.952749280737381
gpt,1455678,facebook,R,0.967211152667333
gpt,1427527,facebook,R,0.972797303510027
gpt,1411816,facebook,R,0.969870403210334
gpt,1441293,facebook,R,0.9726387007408228
gpt,1434574,facebook,R,0.9576480328575885
gpt,1437965,facebook,R,0.9822352365737653
gpt,1421537,facebook,R,0.9815464052668004
gpt,1431985,facebook,R,0.9289254269404787
gpt,1448380,facebook,R,0.9557568841839761
gpt,1430846,facebook,R,0.9600181018714187
gpt,1439579,facebook,R,0.9473100369678082
gpt,1450322,facebook,R,0.9652565662775523
gpt,1452368,facebook,R,0.9708319883070884
gpt,1416267,facebook,R,0.9523300345805746
gpt,1417715,facebook,R,0.9523234913909434
gpt,1418180,facebook,R,0.9514399945374727
gpt,1427143,facebook,R,0.9724457980049939
gpt,1450781,facebook,R,0.9524274989218509
gpt,1422395,facebook,R,0.9580876161597947
gpt,1427767,facebook,R,0.9614769545403875
gpt,1445020,facebook,R,0.9773307051271112
gpt,1450770,facebook,R,0.9605641971209302
gpt,1415994,facebook,R,0.9726414165143873
gpt,1402742,facebook,R,0.978847128119501
gpt,1440019,facebook,R,0.9752238556490147
gpt,1436710,facebook,R,0.9716383189827186
gpt,1404124,facebook,R,0.9621473928464722
gpt,1400137,facebook,R,0.9493009989181953
gpt,1426416,facebook,R,0.9372880302846356
gpt,1431987,facebook,R,0.9814047223215306
gpt,1411579,facebook,R,0.9605159926484352
gpt,1401042,facebook,R,0.9491092894892168
gpt,1443670,facebook,R,0.9763876112968215
gpt,1449632,facebook,R,0.9711981061255883
gpt,1432752,facebook,R,0.9840300963651757
gpt,1446428,facebook,R,0.9746145075628951
gpt,1445731,facebook,R,0.9772784524729021
gpt,1432952,facebook,R,0.9630415214927124
gpt,1432139,facebook,R,0.9527822365288053
gpt,1421439,facebook,R,0.9687120111991125
gpt,1436298,facebook,R,0.9655522786243951
gpt,1419502,facebook,R,0.9412366272967639
gpt,1458242,facebook,R,0.9270253584330048
gpt,1438111,facebook,R,0.9521111280967387
gpt,1453758,facebook,R,0.9799194907119209
gpt,1403009,facebook,R,0.9637247011760777
gpt,1412278,facebook,R,0.9678598982520199
gpt,1393106,facebook,R,0.9756410099224989
gpt,1448053,facebook,R,0.9775226848242548
gpt,1396912,facebook,R,0.922701546161292
gpt,1400717,facebook,R,0.9641613778047909
gpt,1447894,facebook,R,0.9594635702200207
gpt,1413635,facebook,R,0.9610653464030213
gpt,1390388,facebook,R,0.9328694495650184
gpt,1420322,facebook,R,0.9782652076879592
gpt,1446084,facebook,R,0.9391269144081973
gpt,1392953,facebook,R,0.9587765392892343
gpt,1435443,facebook,R,0.9468169200854297
gpt,1425766,facebook,R,0.938402537588751
gpt,1423148,facebook,R,0.9303643746442856
gpt,1455013,facebook,R,0.9582059833878604
gpt,1420600,facebook,R,0.9793215814773328
gpt,1428548,facebook,R,0.8964848910431211
gpt,1397729,facebook,R,0.9596353572928522
gpt,1457138,facebook,R,0.9733330665523028
gpt,1422975,facebook,R,0.958720236385007
gpt,1391044,facebook,R,0.9753883031277132
gpt,1440097,facebook,R,0.9836142580809581
gpt,1448008,facebook,R,0.9596863471335397
gpt,1453600,facebook,R,0.9750494411634857
gpt,1441684,facebook,R,0.9632073058281879
gpt,1450520,facebook,R,0.917399519495171
gpt,1439623,facebook,R,0.9718980831096582
gpt,1431311,facebook,R,0.9537598354380027
gpt,1403381,facebook,R,0.9221772327240917
gpt,1402830,facebook,R,0.9688767012191155
gpt,1429006,facebook,R,0.9604060337312298
gpt,1420704,facebook,R,0.9634253812524005
gpt,1424805,facebook,R,0.949917033614029
gpt,1452193,facebook,R,0.9886895044837463
gpt,1457476,facebook,R,0.96230449357424
gpt,1424261,facebook,R,0.9649068885854375
gpt,1404956,facebook,R,0.9553966000626238
gpt,1431545,facebook,R,0.9702624513193326
gpt,1446954,facebook,R,0.9626102045742095
gpt,1399695,facebook,R,0.9689099363655158
gpt,1396232,facebook,R,0.972735275149944
gpt,1434888,facebook,R,0.9645645284522882
gpt,1412985,facebook,R,0.9561547244213632
gpt,1424826,facebook,R,0.9828857854047048
gpt,1401027,facebook,R,0.9811559654304948
gpt,1404391,facebook,R,0.9469003796507871
gpt,1424341,facebook,R,0.9683709902698332
gpt,1456251,facebook,R,0.9327362693613911
gpt,1448531,facebook,R,0.9418775684268098
gpt,1432458,facebook,R,0.7842401932054963
gpt,1402736,facebook,R,0.9480595913906796
gpt,1424149,facebook,R,0.9652805614927333
gpt,1424112,facebook,R,0.9311694166481264
gpt,1453072,facebook,R,0.968939392437858
gpt,1390594,facebook,R,0.9165359024504008
gpt,1004082,facebook,R,0.9723144464423306
gpt,1394896,facebook,R,0.9672457955298682
gpt,1428033,facebook,R,0.9603072795479547
gpt,1439196,facebook,R,0.9536719496179866
gpt,1452687,facebook,R,0.9360845051152532
gpt,1430375,facebook,R,0.9799344451374666
gpt,1414950,facebook,R,0.9708077056869253
gpt,1255926,facebook,R,0.969931890461059
gpt,1440713,facebook,R,0.9728150268379466
gpt,1397073,facebook,R,0.9502375738552877
gpt,1445021,facebook,R,0.9684773568640491
gpt,1410964,facebook,R,0.976353136231988
gpt,1404360,facebook,R,0.9745440128110776
gpt,1448944,facebook,R,0.9751638852914343
gpt,1453006,facebook,R,0.9701872546440096
gpt,1416266,facebook,R,0.9743495058219854
gpt,1405789,facebook,R,0.9648325029742413
gpt,1423347,facebook,R,0.9709407581987219
gpt,1425020,facebook,R,0.9637256942677621
gpt,1434696,facebook,R,0.9577531849908025
gpt,1454581,facebook,R,0.9648162038605784
gpt,1449518,facebook,R,0.9407603539974472
gpt,1300486,facebook,R,0.9752347352860127
gpt,1430001,facebook,R,0.9693850544310012
gpt,1424797,facebook,R,0.9650397211411643
gpt,1448095,facebook,R,0.9637698147727135
gpt,1422371,facebook,R,0.9652538271350485
gpt,1450981,facebook,R,0.9681957739406896
gpt,1398454,facebook,R,0.9714384758589013
gpt,1444248,facebook,R,0.971076079953147
gpt,1420684,facebook,R,0.9751457121254625
gpt,1373242,facebook,R,0.953147102047555
gpt,1438654,facebook,R,0.9679308699247005
gpt,1412270,facebook,R,0.9168286481736119
gpt,1423894,facebook,R,0.9623084785251836
gpt,1449617,facebook,R,0.9803060560711374
gpt,1452061,facebook,R,0.952683372176037
gpt,1455016,facebook,R,0.9676108333434724
gpt,1455681,facebook,R,0.9561685171670629
gpt,1420837,facebook,R,0.9604527547186505
gpt,1458509,facebook,R,0.9698860133040372
gpt,1433861,facebook,R,0.9632959727385881
gpt,1414553,facebook,R,0.8401611582612998
gpt,1428106,facebook,R,0.9623343062670577
gpt,1445734,facebook,R,0.9490416360960618
gpt,1421197,facebook,R,0.9526226879705759
gpt,1422793,facebook,R,0.9549995090863095
gpt,1433758,facebook,R,0.9468238344867403
gpt,1404125,facebook,R,0.9170953618188524
gpt,1445592,facebook,R,0.9629324975462893
gpt,1456647,facebook,R,0.9661838047795119
gpt,1412470,facebook,R,0.969287253991488
gpt,1445601,facebook,R,0.9718312221136256
gpt,1457831,facebook,R,0.9509823214461398
gpt,1396853,facebook,R,0.925602017532503
gpt,1402348,facebook,R,0.9654157822603584
gpt,1435738,facebook,R,0.9595237472862337
gpt,1437830,facebook,R,0.9498968216051076
gpt,1407246,facebook,R,0.9657233298520473
gpt,1411845,facebook,R,0.9357587782681739
gpt,1424802,facebook,R,0.9587288284829206
gpt,1396766,facebook,R,0.958564147710995
gpt,1435068,facebook,R,0.9632533151262326
gpt,1445010,facebook,R,0.9548640584649355
gpt,1416261,facebook,R,0.9842470908569324
gpt,1435293,facebook,R,0.9611812118690669
gpt,1413294,facebook,R,0.9672111307891376
gpt,1412508,facebook,R,0.9678421297604408
gpt,1447764,facebook,R,0.9788579005951545
gpt,1406771,facebook,R,0.9289972073890526
gpt,1412455,facebook,R,0.9629434375828867
gpt,1432196,facebook,R,0.9755153846288606
gpt,1415310,facebook,R,0.9730862333271795
gpt,1421802,facebook,R,0.9187540402802505
gpt,1436204,facebook,R,0.9587358790043947
gpt,1441909,facebook,R,0.9686310991279624
gpt,1426922,facebook,R,0.9252027864615093
gpt,186986,facebook,R,0.9627679099306363
gpt,1449543,facebook,R,0.9654672584693366
gpt,1449872,facebook,R,0.9665777736179514
gpt,1435406,facebook,R,0.9645389682363946
gpt,1405643,facebook,R,0.9734496354960989
gpt,1428544,facebook,R,0.9199732036914633
gpt,1398518,facebook,R,0.9572814350171875
gpt,1429945,facebook,R,0.9656103706759419
gpt,1450680,facebook,R,0.9579366301309721
gpt,1432781,facebook,R,0.9542609136412239
gpt,1457122,facebook,R,0.9676438167274057
gpt,1412288,facebook,R,0.9819193462575293
gpt,1447120,facebook,R,0.9742835747699816
gpt,1449379,facebook,R,0.9760575273550076
gpt,1439615,facebook,R,0.9666403079402999
gpt,1411379,facebook,R,0.9405546930147066
gpt,1424268,facebook,R,0.9755052399008632
gpt,1442573,facebook,R,0.9715896057827491
gpt,1454673,facebook,R,0.961383955627471
gpt,1454315,facebook,R,0.9746592020675927
gpt,1417907,facebook,R,0.9606773944932377
gpt,1397705,facebook,R,0.9529887240709269
gpt,1445996,facebook,R,0.9594781573589956
gpt,1458314,facebook,R,0.9438416619985719
gpt,1424921,facebook,R,0.9668318267430203
gpt,1394381,facebook,R,0.9696583222432656
gpt,1428614,facebook,R,0.8571857679863413
gpt,1435294,facebook,R,0.9726611096844933
gpt,1427657,facebook,R,0.9501824176045182
gpt,1446022,facebook,R,0.9829635769819915
gpt,1449684,facebook,R,0.9743322731747018
gpt,1396196,facebook,R,0.9447794421293152
gpt,1455175,facebook,R,0.9596477476407773
gpt,1443410,facebook,R,0.887260820915999
gpt,1446039,facebook,R,0.9718698095414507
gpt,1448298,facebook,R,0.9498690983407023
gpt,1397459,facebook,R,0.9528279599829961
gpt,1413914,facebook,R,0.9688294766577167
gpt,1279897,facebook,R,0.9643040516717221
gpt,1450816,facebook,R,0.9197544441071481
gpt,1446501,facebook,R,0.9607101884237959
gpt,1440050,facebook,R,0.902109028052883
gpt,1444187,facebook,R,0.9675486970429916
gpt,1439865,facebook,R,0.9644329060781193
gpt,1398856,facebook,R,0.9423654082298424
gpt,1441641,facebook,R,0.9537328081421046
gpt,1428224,facebook,R,0.9742969405271444
gpt,1411093,facebook,R,0.9074139599379458
gpt,1442568,facebook,R,0.9648222011300447
gpt,1400777,facebook,R,0.9719398204765753
gpt,1455000,facebook,R,0.8939379162212442
gpt,1448103,facebook,R,0.9619687171740425
gpt,1400394,facebook,R,0.9668744309050777
gpt,1416194,facebook,R,0.9570313800237206
gpt,1426968,facebook,R,0.944248426200867
gpt,1444438,facebook,R,0.9645545694766574
gpt,1420939,facebook,R,0.9576265072855094
gpt,1390408,facebook,R,0.9128792782262621
gpt,1452159,facebook,R,0.9586897454707011
gpt,1392490,facebook,R,0.9681892131010517
gpt,1394881,facebook,R,0.9500741639516675
gpt,1396098,facebook,R,0.9607879692466212
gpt,1431905,facebook,R,0.9164442039167451
gpt,1417912,facebook,R,0.9723197791449562
gpt,1441448,facebook,R,0.9478541224926337
gpt,1406853,facebook,R,0.9705430911096562
gpt,1451295,facebook,R,0.973519072153809
gpt,1444426,facebook,R,0.9742537168894995
gpt,1432410,facebook,R,0.95627785711697
gpt,1438261,facebook,R,0.9519889450098109
gpt,1418683,facebook,R,0.9681892622300777
gpt,1441632,facebook,R,0.9388210462988917
gpt,1451725,facebook,R,0.942464304295023
gpt,1418681,facebook,R,0.954088180481659
gpt,1402346,facebook,R,0.9714635963292442
gpt,1433769,facebook,R,0.9779249480405674
gpt,1412023,facebook,R,0.9648924849235465
gpt,1400778,facebook,R,0.9746636295064882
gpt,1395135,facebook,R,0.9518268369860031
gpt,1396081,facebook,R,0.9550077468907328
gpt,1397812,facebook,R,0.9581966214700839
gpt,1427290,facebook,R,0.9355835954090388
gpt,1451693,facebook,R,0.9753527063423838
gpt,1392217,facebook,R,0.8966331564373038
gpt,1400220,facebook,R,0.9584533927421213
gpt,1399346,facebook,R,0.9775585162641721
gpt,1415411,facebook,R,0.9465784184947426
gpt,1437376,facebook,R,0.9676017971467272
gpt,1443655,facebook,R,0.8885558686360708
gpt,1452593,facebook,R,0.9609943167035636
gpt,1398189,facebook,R,0.9356909367342852
gpt,1443032,facebook,R,0.9527782190043419
gpt,1404376,facebook,R,0.9602882605267926
gpt,1448988,facebook,R,0.9422734257887413
gpt,1445993,facebook,R,0.9586654662385
gpt,1425149,facebook,R,0.9326043954076959
gpt,1448676,facebook,R,0.9554368406640465
gpt,1423705,facebook,R,0.9664507525161741
gpt,1447635,facebook,R,0.982462557782421
gpt,1433922,facebook,R,0.9196616715454751
gpt,1417008,facebook,R,0.949461632472065
gpt,1419989,facebook,R,0.9010966178162685
gpt,1448353,facebook,R,0.9500321482601742
gpt,191687,facebook,R,0.9543494566998205
gpt,1454787,facebook,R,0.922601881456913
gpt,1394902,facebook,R,0.9639914164745793
gpt,1205030,facebook,R,0.9758546574256746
gpt,1436896,facebook,R,0.9775583344311298
gpt,1457500,facebook,R,0.87032869078105
gpt,1436960,facebook,R,0.9675315944122074
gpt,1419004,facebook,R,0.9374973119335932
gpt,1425634,facebook,R,0.9454689336639566
gpt,1446449,facebook,R,0.9363641906188935
gpt,1427611,facebook,R,0.9816351395642038
gpt,1418103,facebook,R,0.9768619633360409
gpt,1404826,facebook,R,0.9584204512289343
gpt,1435617,facebook,R,0.9768670897484559
gpt,1402164,facebook,R,0.9624813402851894
gpt,1404083,facebook,R,0.8848786512256734
gpt,1415614,facebook,R,0.9652721258678629
gpt,1417736,facebook,R,0.9549239962873914
gpt,1403895,facebook,R,0.928599145921273
gpt,1431417,facebook,R,0.9861798532535359
gpt,1434519,facebook,R,0.9757089811483483
gpt,1440158,facebook,R,0.9605803380429492
gpt,1441851,facebook,R,0.9643780887611476
gpt,1456346,facebook,R,0.9752423103850204
gpt,1420768,facebook,R,0.9459911212895598
gpt,1451323,facebook,R,0.9680180747147848
gpt,1458024,facebook,R,0.9713402744638648
gpt,1419588,facebook,R,0.973375364416855
gpt,1443347,facebook,R,0.9280741378755198
gpt,1404372,facebook,R,0.9738052658647759
gpt,1450117,facebook,R,0.9779884409393433
gpt,98095,facebook,R,0.9539570351767372
gpt,1397742,facebook,R,0.9188031836897456
gpt,1447071,facebook,R,0.9863426443167109
gpt,1448101,facebook,R,0.9708829716057895
gpt,1457110,facebook,R,0.8890450466341675
gpt,1423270,facebook,R,0.9682089525397333
gpt,1423791,facebook,R,0.9705413456092106
gpt,1435723,facebook,R,0.9723566650818395
gpt,1436541,facebook,R,0.9662380259692921
gpt,1427816,facebook,R,0.924516161541101
gpt,1449213,facebook,R,0.9477766820258032
gpt,1417631,facebook,R,0.972858556595904
gpt,1400334,facebook,R,0.9239370914718457
gpt,1433009,facebook,R,0.9413050483892583
gpt,1434943,facebook,R,0.9358577914684347
gpt,1426415,facebook,R,0.9675483519434253
gpt,1436043,facebook,R,0.9814281298673468
gpt,1401899,facebook,R,0.9645242570995666
gpt,1430482,facebook,R,0.9714113373815803
gpt,1400835,facebook,R,0.9767550430299702
gpt,1440468,facebook,R,0.954190200711274
gpt,1426048,facebook,R,0.9553488347958131
gpt,1456700,facebook,R,0.9703960952057268
gpt,1412465,facebook,R,0.9033458175266662
gpt,1415956,facebook,R,0.9697716191938548
gpt,1454125,facebook,R,0.9742374170277199
gpt,1456195,facebook,R,0.9483865425701795
gpt,1425390,facebook,R,0.9419931014203544
gpt,1440619,facebook,R,0.948111536077489
gpt,1365185,facebook,R,0.9698407135833628
gpt,1457948,facebook,R,0.9411842877228548
gpt,1446404,facebook,R,0.9646073998884962
